,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-04-02,3,0.017865079365079365,-0.05260942760942766,TH,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,,
1,2018-04-06,34,0.033242063492063496,0.8607285650821859,TH,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,0.0,0.0
2,2018-04-09,8,0.020345238095238097,0.13882718791648174,TH,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,0.0,0.0
3,2018-04-13,4,0.018361111111111113,-0.09752291788570311,TH,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,0.0,0.0
4,2018-04-18,10,0.02133730158730159,0.1620920682947915,TH,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,100,-0.25,-0.02538070967695716
5,2018-04-24,1,0.016873015873015873,-0.2092244746140971,TH,9.800000190734863,9.850000381469728,9.800000190734863,9.850000381469728,9.850000381469728,16900,0.25,0.02604166563186383
6,2018-04-27,1,0.016873015873015873,0.0,TH,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,0.0,0.0
7,2018-05-08,3,0.017865079365079365,0.05879586077140164,TH,9.87600040435791,9.87600040435791,9.87600040435791,9.87600040435791,9.87600040435791,0,0.026000022888181817,0.0026395961300766935
8,2018-05-11,10,0.02133730158730159,0.19435806308307435,TH,9.850000381469728,9.850000381469728,9.800000190734863,9.84000015258789,9.84000015258789,13900,-0.026000022888181817,-0.0026326470052299156
9,2018-05-16,55,0.04365873015873016,1.0461223730704852,TH,9.800000190734863,9.800000190734863,9.75,9.75,9.75,900,-0.05000019073486506,-0.0050761612993364125
10,2018-05-21,13,0.022825396825396825,-0.4771859661879658,TH,9.81999969482422,9.850000381469728,9.800000190734863,9.800000190734863,9.800000190734863,33600,0.05000019073486506,0.005102060179767776
11,2018-05-30,1,0.016873015873015873,-0.260778859527121,TH,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,-0.05000019073486506,-0.0050761612993364125
12,2018-06-01,4,0.018361111111111113,0.08819379115710269,TH,9.75,9.75,9.75,9.75,9.75,42100,-0.05000019073486328,-0.0051020601797675535
13,2018-06-05,6,0.019353174603174605,0.05403068943159717,TH,9.75,9.75,9.75,9.75,9.75,0,0.0,0.0
14,2018-06-06,1,0.016873015873015873,-0.12815255279885185,TH,9.75,9.75,9.729999542236328,9.729999542236328,9.729999542236328,485500,0.0,0.0
15,2018-06-12,5,0.018857142857142857,0.11759172154280328,TH,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,-0.020000457763671875,-0.002051329001402258
16,2018-06-18,3,0.017865079365079365,-0.05260942760942766,TH,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,101000,0.010000228881835938,0.0010277728008543097
17,2018-06-21,40,0.03621825396825397,1.0273211905819637,TH,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,-0.010000228881835938,-0.0010267175684632868
18,2018-06-28,1,0.016873015873015873,-0.534129505861729,TH,9.739999771118164,9.800000190734863,9.739999771118164,9.800000190734863,9.800000190734863,17900,0.07000064849853516,0.007194311592171543
19,2018-06-29,1,0.016873015873015873,0.0,TH,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,300,-0.07999992370605469,-0.008163257362146625
20,2018-07-05,1,0.016873015873015873,0.0,TH,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,250000,0.0,0.0
