,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,Stock_Price_Change,Stock_Price_Change_Percent
35,2017-01-19,4,0.03032551319648094,-0.08817564588660609,JAN,5.449999809265137,5.75,5.199999809265137,5.550000190734863,5.550000190734863,8960,-0.19999980926513672,-0.033613414399392694
36,2017-01-23,9,0.04498826979472141,0.4835122328594914,JAN,5.599999904632568,5.949999809265137,5.599999904632568,5.800000190734863,5.800000190734863,740,0.19999980926513672,0.034782575524371584
37,2017-02-08,2,0.02446041055718475,0.13622122326658492,JAN,5.699999809265137,5.900000095367432,5.5,5.650000095367432,5.650000095367432,12540,-0.04999971389770508,-0.008403313529497414
38,2017-02-09,2,0.02446041055718475,0.0,JAN,5.800000190734863,5.949999809265137,5.650000095367432,5.800000190734863,5.800000190734863,5980,0.04999971389770508,0.008474527642289953
39,2017-02-13,1,0.021527859237536657,-0.1198897014746434,JAN,6.099999904632568,6.099999904632568,5.550000190734863,5.949999809265137,5.949999809265137,780,0.15000009536743164,0.02521010086989528
40,2017-02-14,1,0.021527859237536657,0.0,JAN,6.050000190734863,6.099999904632568,5.949999809265137,5.949999809265137,5.949999809265137,2500,0.0,0.0
41,2017-02-15,2,0.02446041055718475,0.13622122326658492,JAN,5.900000095367432,6.199999809265137,5.900000095367432,6.050000190734863,6.050000190734863,2720,0.09999990463256836,0.01639342724524062
42,2017-02-16,15,0.06258357771260997,1.5585661191703633,JAN,5.900000095367432,6.5,5.550000190734863,6.0,6.0,9100,0.3000001907348633,0.048387129026447706
43,2017-02-23,1,0.021527859237536657,-0.656014244880746,JAN,5.699999809265137,5.900000095367432,5.400000095367432,5.849999904632568,5.849999904632568,1360,-0.5999999046325684,-0.09230767763577974
44,2017-03-01,3,0.027392961876832846,0.27244244653316985,JAN,5.449999809265137,6.0,5.449999809265137,5.900000095367432,5.900000095367432,3880,0.09999990463256836,0.016949136104436047
45,2017-03-03,5,0.03325806451612903,0.21410983834707187,JAN,5.849999904632568,5.949999809265137,5.5,5.550000190734863,5.550000190734863,5460,-0.05000019073486328,-0.008333365122477177
46,2017-03-06,4,0.03032551319648094,-0.08817564588660609,JAN,5.5,5.599999904632568,5.5,5.599999904632568,5.599999904632568,120,-0.34999990463256836,-0.058823515269287974
47,2017-03-07,1,0.021527859237536657,-0.2901073397156949,JAN,5.5,5.550000190734863,5.449999809265137,5.449999809265137,5.449999809265137,2340,-0.04999971389770508,-0.008928520490927738
48,2017-03-09,3,0.027392961876832846,0.27244244653316985,JAN,5.300000190734863,5.300000190734863,5.099999904632568,5.150000095367432,5.150000095367432,5580,-0.25,-0.045045043496998116
49,2017-03-10,4,0.03032551319648094,0.10705491917353616,JAN,5.25,5.400000095367432,5.150000095367432,5.199999809265137,5.199999809265137,5700,0.09999990463256836,0.018867905855434186
50,2017-03-14,12,0.05378592375366569,0.773619572575186,JAN,5.150000095367432,5.400000095367432,5.150000095367432,5.349999904632568,5.349999904632568,4680,0.0,0.0
51,2017-03-16,7,0.03912316715542522,-0.2726132708140232,JAN,5.050000190734863,5.300000190734863,5.050000190734863,5.150000095367432,5.150000095367432,4640,-0.09999990463256836,-0.018518500530834592
52,2017-03-20,8,0.04205571847507331,0.07495689978262488,JAN,5.300000190734863,5.400000095367432,5.0,5.0,5.0,5000,0.09999990463256836,0.018867905855434186
53,2017-03-22,2,0.02446041055718475,-0.41838086604839264,JAN,5.0,5.449999809265137,4.900000095367432,5.099999904632568,5.099999904632568,7460,0.04999971389770508,0.009259206113829244
54,2017-03-27,9,0.04498826979472141,0.8392279103225033,JAN,5.150000095367432,5.150000095367432,5.050000190734863,5.150000095367432,5.150000095367432,620,-0.2999997138977051,-0.055045820990249905
55,2017-03-28,37,0.12709970674486804,1.8251743693370703,JAN,5.050000190734863,5.449999809265137,5.050000190734863,5.099999904632568,5.099999904632568,4020,0.2999997138977051,0.05825237055190802
56,2017-03-31,10,0.0479208211143695,-0.6229667058904963,JAN,5.300000190734863,5.400000095367432,5.099999904632568,5.300000190734863,5.300000190734863,2000,-0.04999971389770508,-0.00917425975184516
57,2017-04-06,4,0.03032551319648094,0.408663669799755,JAN,5.050000190734863,5.099999904632568,5.050000190734863,5.099999904632568,5.099999904632568,400,-0.3000001907348633,-0.05555558989567955
58,2017-05-05,2,0.02446041055718475,-0.1934048931437966,JAN,4.099999904632568,4.849999904632568,4.099999904632568,4.349999904632568,4.349999904632568,7640,-0.25,-0.04901960875977929
59,2017-05-09,1,0.021527859237536657,-0.1198897014746434,JAN,4.099999904632568,4.800000190734863,4.099999904632568,4.400000095367432,4.400000095367432,13300,-0.04999971389770508,-0.010309219563065741
60,2017-05-15,2,0.02446041055718475,0.13622122326658492,JAN,4.599999904632568,4.599999904632568,4.550000190734863,4.550000190734863,4.550000190734863,220,-0.20000028610229492,-0.041666724615624595
61,2017-05-16,1,0.021527859237536657,-0.1198897014746434,JAN,4.650000095367432,5.25,4.099999904632568,4.550000190734863,4.550000190734863,70120,0.6500000953674316,0.14130437148766672
62,2017-05-17,3,0.027392961876832846,0.27244244653316985,JAN,4.400000095367432,4.400000095367432,4.150000095367432,4.150000095367432,4.150000095367432,6320,-0.8499999046325684,-0.16190474373953678
63,2017-05-26,1,0.021527859237536657,-0.2141098383470721,JAN,4.5,4.5,4.199999809265137,4.349999904632568,4.349999904632568,2140,0.09999990463256836,0.022727250560256484
64,2017-05-30,2,0.02446041055718475,0.13622122326658492,JAN,4.300000190734863,4.300000190734863,4.150000095367432,4.199999809265137,4.199999809265137,1900,-0.19999980926513672,-0.04444440205891931
65,2017-06-01,8,0.04205571847507331,0.7193382088478599,JAN,4.150000095367432,4.300000190734863,3.799999952316284,3.799999952316284,3.799999952316284,15140,0.0,0.0
66,2017-06-05,1,0.021527859237536657,-0.48811101038979154,JAN,3.799999952316284,3.849999904632568,3.5,3.5,3.5,10380,-0.45000028610229537,-0.10465122468410659
67,2017-06-07,1,0.021527859237536657,0.0,JAN,3.0,3.75,2.799999952316284,3.3499999046325684,3.3499999046325684,53800,-0.09999990463256792,-0.02597400184666021
68,2017-06-09,1,0.021527859237536657,0.0,JAN,4.25,4.300000190734863,3.450000047683716,3.5999999046325684,3.5999999046325684,61180,0.5500001907348633,0.14666671752929683
69,2017-06-14,4,0.03032551319648094,0.408663669799755,JAN,3.5,3.5999999046325684,3.450000047683716,3.549999952316284,3.549999952316284,2140,-0.7000002861022949,-0.16279075698893541
70,2017-06-15,-5,0.003932551319648094,-0.8703220191470844,JAN,3.450000047683716,3.5999999046325684,3.25,3.299999952316284,3.299999952316284,3680,0.0,0.0
71,2017-06-21,1,0.021527859237536657,0.0,JAN,3.5,3.5,3.299999952316284,3.5,3.5,840,-0.09999990463256836,-0.02777775202268362
72,2017-06-22,20,0.07724633431085044,2.5882032420651138,JAN,3.5,3.5,3.150000095367432,3.299999952316284,3.299999952316284,1300,0.0,0.0
73,2017-06-29,1,0.021527859237536657,-0.7213089859914202,JAN,4.349999904632568,4.400000095367432,3.900000095367432,4.050000190734863,4.050000190734863,4320,0.9000000953674316,0.25714288439069466
74,2017-07-18,5,0.03325806451612903,0.5448848930663397,JAN,3.549999952316284,3.5999999046325684,3.450000047683716,3.549999952316284,3.549999952316284,4960,-0.8000001907348633,-0.1818182212262106
75,2017-07-21,26,0.094841642228739,1.8516885636187284,JAN,3.75,3.75,3.549999952316284,3.5999999046325684,3.5999999046325684,960,0.15000009536743164,0.04166669426141034
76,2017-07-24,8,0.04205571847507331,-0.5565690609443121,JAN,3.5,3.700000047683716,3.5,3.5,3.5,1500,-0.04999995231628418,-0.013333320617675781
77,2017-07-25,1,0.021527859237536657,-0.48811101038979154,JAN,3.5,3.650000095367432,3.5,3.549999952316284,3.549999952316284,5840,-0.049999952316283736,-0.0135135004518675
78,2017-07-26,6,0.03619061583577713,0.6811061163329248,JAN,3.549999952316284,3.650000095367432,3.549999952316284,3.650000095367432,3.650000095367432,1800,0.0,0.0
79,2017-07-27,7,0.03912316715542522,0.0810307106393322,JAN,3.549999952316284,3.5999999046325684,3.549999952316284,3.5999999046325684,3.5999999046325684,1540,-0.050000190734863725,-0.01369868203519331
80,2017-07-28,4,0.03032551319648094,-0.22487069934787496,JAN,3.5,3.5999999046325684,3.400000095367432,3.549999952316284,3.549999952316284,1980,0.0,0.0
81,2017-08-04,2,0.02446041055718475,-0.1934048931437966,JAN,3.400000095367432,3.450000047683716,3.299999952316284,3.3499999046325684,3.3499999046325684,1140,-0.14999985694885254,-0.041666628034025543
82,2017-08-09,2,0.02446041055718475,0.0,JAN,3.25,3.450000047683716,3.25,3.299999952316284,3.299999952316284,520,0.0,0.0
83,2017-08-15,1,0.021527859237536657,-0.1198897014746434,JAN,3.25,3.3499999046325684,2.950000047683716,3.049999952316284,3.049999952316284,20200,-0.10000014305114746,-0.028985548309857667
84,2017-08-25,1,0.021527859237536657,0.0,JAN,6.75,7.0,6.300000190734863,6.400000095367432,6.400000095367432,138600,3.6500000953674316,1.0895522982911152
85,2017-09-07,1,0.021527859237536657,-0.5507618872774004,JAN,6.449999809265137,7.849999904632568,6.400000095367432,7.050000190734863,7.050000190734863,171440,0.8499999046325684,0.12142855780465256
86,2017-09-08,4,0.03032551319648094,0.408663669799755,JAN,6.800000190734863,6.949999809265137,6.349999904632568,6.599999904632568,6.599999904632568,62680,-0.9000000953674316,-0.1146496950702266
87,2017-09-11,5,0.03325806451612903,0.09670244657189819,JAN,6.699999809265137,6.800000190734863,6.449999809265137,6.599999904632568,6.599999904632568,27820,-0.14999961853027344,-0.021582679517531345
88,2017-09-12,-3,0.009797653958944282,-0.705405167092849,JAN,6.650000095367432,6.849999904632568,6.550000190734863,6.800000190734863,6.800000190734863,12900,0.04999971389770508,0.0073528988963604824
89,2017-09-15,1,0.021527859237536657,1.197246333433104,JAN,7.099999904632568,7.099999904632568,6.650000095367432,7.0,7.0,47160,0.25,0.0364963508730749
90,2017-09-20,4,0.03032551319648094,0.408663669799755,JAN,6.650000095367432,6.75,6.150000095367432,6.449999809265137,6.449999809265137,59740,-0.34999990463256836,-0.049295761877997
91,2017-09-21,1,0.021527859237536657,-0.2901073397156949,JAN,6.400000095367432,6.400000095367432,5.550000190734863,5.650000095367432,5.650000095367432,58340,-0.34999990463256836,-0.05185183772334345
92,2017-09-27,3,0.027392961876832846,0.27244244653316985,JAN,5.25,5.5,5.25,5.449999809265137,5.449999809265137,7520,-0.9000000953674316,-0.14062501280568518
93,2017-09-28,2,0.02446041055718475,-0.10705491917353605,JAN,5.400000095367432,5.5,5.349999904632568,5.449999809265137,5.449999809265137,6520,0.0,0.0
94,2017-10-02,1,0.021527859237536657,-0.1198897014746434,JAN,5.0,5.349999904632568,4.949999809265137,5.25,5.25,17820,-0.15000009536743164,-0.027272744612260258
95,2017-10-05,3,0.027392961876832846,0.27244244653316985,JAN,5.25,5.400000095367432,5.25,5.300000190734863,5.300000190734863,5560,0.05000019073486328,0.00934583021049562
96,2017-10-06,1,0.021527859237536657,-0.2141098383470721,JAN,5.25,5.699999809265137,5.25,5.449999809265137,5.449999809265137,14360,0.2999997138977051,0.05555550159250355
97,2017-10-11,1,0.021527859237536657,0.0,JAN,5.25,6.900000095367432,5.25,5.699999809265137,5.699999809265137,200240,1.200000286102295,0.2105263730275464
98,2017-10-12,23,0.08604398826979472,2.9968669118648683,JAN,5.650000095367432,5.650000095367432,5.300000190734863,5.300000190734863,5.300000190734863,18060,-1.25,-0.18115941778598432
99,2017-10-17,1,0.021527859237536657,-0.7498040284925531,JAN,5.300000190734863,5.300000190734863,4.949999809265137,5.300000190734863,5.300000190734863,25020,-0.34999990463256836,-0.06194688473006249
100,2017-10-19,2,0.02446041055718475,0.13622122326658492,JAN,5.099999904632568,5.099999904632568,4.949999809265137,4.949999809265137,4.949999809265137,12480,-0.20000028610229492,-0.03773590168014018
101,2017-10-20,16,0.06551612903225806,1.6784558206450066,JAN,4.949999809265137,5.199999809265137,4.949999809265137,4.949999809265137,4.949999809265137,17640,0.09999990463256836,0.01960782480441492
102,2017-10-24,3,0.027392961876832846,-0.5818897990242156,JAN,4.849999904632568,4.949999809265137,4.5,4.75,4.75,19280,-0.25,-0.04807692484037418
103,2017-10-27,3,0.027392961876832846,0.0,JAN,4.5,4.5,4.349999904632568,4.400000095367432,4.400000095367432,5520,-0.4499998092651367,-0.09090905587972986
104,2017-11-06,8,0.04205571847507331,0.5352745958676799,JAN,4.599999904632568,4.599999904632568,4.349999904632568,4.349999904632568,4.349999904632568,10820,0.09999990463256836,0.02222220102945971
105,2017-11-07,2,0.02446041055718475,-0.41838086604839264,JAN,4.349999904632568,4.550000190734863,4.25,4.449999809265137,4.449999809265137,18240,-0.04999971389770508,-0.010869503246587309
106,2017-11-08,1,0.021527859237536657,-0.1198897014746434,JAN,4.400000095367432,4.400000095367432,4.25,4.300000190734863,4.300000190734863,4900,-0.15000009536743164,-0.03296705254493748
107,2017-11-09,1,0.021527859237536657,0.0,JAN,4.449999809265137,4.5,4.25,4.400000095367432,4.400000095367432,9000,0.09999990463256836,0.022727250560256484
108,2017-11-13,1,0.021527859237536657,0.0,JAN,4.75,5.349999904632568,4.75,5.199999809265137,5.199999809265137,14960,0.8499999046325684,0.18888886769612623
109,2017-11-14,0,0.018595307917888566,-0.1362212232665848,JAN,5.75,5.75,4.800000190734863,5.099999904632568,5.099999904632568,59820,0.40000009536743164,0.07476637429863708
110,2017-11-15,24,0.08897653958944282,3.7848919728749406,JAN,5.25,5.449999809265137,4.800000190734863,5.25,5.25,34060,-0.3000001907348633,-0.05217394621475879
111,2017-11-16,11,0.050853372434017594,-0.42846313569097927,JAN,5.199999809265137,5.5,5.0,5.25,5.25,16100,0.05000019073486328,0.009174347244904846
112,2017-11-17,1,0.021527859237536657,-0.5766680122253618,JAN,5.300000190734863,5.449999809265137,4.800000190734863,5.150000095367432,5.150000095367432,40680,-0.05000019073486328,-0.009090943769975102
113,2017-11-21,6,0.03619061583577713,0.6811061163329248,JAN,5.25,5.400000095367432,5.099999904632568,5.25,5.25,8340,-0.04999971389770508,-0.00917425975184516
114,2017-11-27,3,0.027392961876832846,-0.24309213191799695,JAN,5.5,5.550000190734863,5.349999904632568,5.400000095367432,5.400000095367432,8560,0.15000009536743164,0.027777794947839718
115,2017-11-30,3,0.027392961876832846,0.0,JAN,4.449999809265137,6.0,4.449999809265137,4.5,4.5,303560,0.4499998092651367,0.0810810439279559
116,2017-12-01,14,0.05965102639296188,1.1776041109088964,JAN,4.449999809265137,4.699999809265137,4.349999904632568,4.550000190734863,4.550000190734863,20380,-1.3000001907348633,-0.21666669845581055
117,2017-12-04,1,0.021527859237536657,-0.5507618872774004,JAN,4.449999809265137,4.650000095367432,4.449999809265137,4.599999904632568,4.599999904632568,15000,-0.04999971389770508,-0.01063823743123149
118,2017-12-05,1,0.021527859237536657,0.0,JAN,4.75,4.75,4.5,4.75,4.75,14440,0.09999990463256836,0.021505355393904857
119,2017-12-12,8,0.04205571847507331,0.9535485628660945,JAN,4.550000190734863,4.800000190734863,4.5,4.599999904632568,4.599999904632568,36780,0.05000019073486328,0.01052635594418172
120,2017-12-13,3,0.027392961876832846,-0.34865072170699385,JAN,4.550000190734863,4.599999904632568,4.5,4.5,4.5,7380,-0.20000028610229492,-0.041666724615624595
121,2017-12-14,5,0.03325806451612903,0.21410983834707187,JAN,4.5,4.650000095367432,4.5,4.550000190734863,4.550000190734863,3640,0.05000019073486328,0.010869606906841245
122,2017-12-20,8,0.04205571847507331,0.2645269376598183,JAN,4.5,4.599999904632568,4.5,4.599999904632568,4.599999904632568,1380,-0.05000019073486328,-0.010752728969764092
123,2017-12-28,2,0.02446041055718475,-0.41838086604839264,JAN,4.849999904632568,5.0,4.800000190734863,5.0,5.0,15380,0.40000009536743164,0.08695654427396815
124,2017-12-29,2,0.02446041055718475,0.0,JAN,5.099999904632568,5.5,5.099999904632568,5.199999809265137,5.199999809265137,34800,0.5,0.10000000000000009
125,2018-01-02,1,0.021527859237536657,-0.1198897014746434,JAN,5.449999809265137,5.599999904632568,5.349999904632568,5.449999809265137,5.449999809265137,19100,0.09999990463256836,0.018181800842285156
126,2018-01-03,2,0.02446041055718475,0.13622122326658492,JAN,5.5,5.75,5.449999809265137,5.699999809265137,5.699999809265137,16280,0.15000009536743164,0.026785731771771015
127,2018-01-04,5,0.03325806451612903,0.35966910442392996,JAN,5.75,5.75,5.5,5.650000095367432,5.650000095367432,10600,0.0,0.0
128,2018-01-05,1,0.021527859237536657,-0.3527025835464245,JAN,5.75,6.199999809265137,5.5,5.849999904632568,5.849999904632568,72660,0.4499998092651367,0.07826083639393677
129,2018-01-08,1,0.021527859237536657,0.0,JAN,5.849999904632568,6.150000095367432,5.599999904632568,5.650000095367432,5.650000095367432,58300,-0.04999971389770508,-0.008064470231593623
130,2018-01-09,1,0.021527859237536657,0.0,JAN,5.699999809265137,5.75,4.800000190734863,4.800000190734863,4.800000190734863,85340,-0.40000009536743164,-0.06504066490482452
131,2018-01-10,8,0.04205571847507331,0.9535485628660945,JAN,5.0,5.099999904632568,4.800000190734863,5.050000190734863,5.050000190734863,12600,-0.6500000953674316,-0.11304349484650988
132,2018-01-11,1,0.021527859237536657,-0.48811101038979154,JAN,5.050000190734863,5.050000190734863,4.849999904632568,4.900000095367432,4.900000095367432,17740,-0.04999971389770508,-0.009803865653465582
133,2018-01-16,4,0.03032551319648094,-0.16206142127866463,JAN,5.199999809265137,5.199999809265137,5.050000190734863,5.099999904632568,5.099999904632568,12280,0.14999961853027344,0.029702893636613048
134,2018-01-18,1,0.021527859237536657,-0.2901073397156949,JAN,5.050000190734863,5.050000190734863,4.900000095367432,5.0,5.0,5280,-0.14999961853027344,-0.028846081544659063
135,2018-01-23,2,0.02446041055718475,0.13622122326658492,JAN,5.199999809265137,5.400000095367432,5.199999809265137,5.349999904632568,5.349999904632568,17740,0.34999990463256836,0.06930690919075744
136,2018-01-26,2,0.02446041055718475,0.0,JAN,5.449999809265137,5.449999809265137,5.099999904632568,5.199999809265137,5.199999809265137,7320,0.04999971389770508,0.009259206113829244
137,2018-01-29,3,0.027392961876832846,-0.5818897990242156,JAN,5.099999904632568,5.25,5.099999904632568,5.150000095367432,5.150000095367432,6180,-0.19999980926513672,-0.03669721399350001
138,2018-02-09,1,0.021527859237536657,-0.2141098383470721,JAN,4.800000190734863,5.0,4.599999904632568,5.0,5.0,5380,-0.25,-0.04761904761904767
139,2018-02-27,1,0.021527859237536657,0.0,JAN,4.650000095367432,4.650000095367432,4.5,4.550000190734863,4.550000190734863,2720,-0.34999990463256836,-0.06999998092651372
140,2018-03-07,2,0.02446041055718475,0.13622122326658492,JAN,4.599999904632568,4.900000095367432,4.599999904632568,4.849999904632568,4.849999904632568,24820,0.25,0.053763439757573916
141,2018-03-08,1,0.021527859237536657,-0.1198897014746434,JAN,4.900000095367432,4.900000095367432,4.75,4.849999904632568,4.849999904632568,6180,0.0,0.0
142,2018-03-19,1,0.021527859237536657,0.0,JAN,4.599999904632568,5.25,4.449999809265137,4.849999904632568,4.849999904632568,110500,0.34999990463256836,0.07142855057563491
143,2018-03-23,6,0.03619061583577713,0.6811061163329248,JAN,5.0,5.0,4.650000095367432,4.699999809265137,4.699999809265137,4420,-0.25,-0.04761904761904767
144,2018-03-28,1,0.021527859237536657,-0.1198897014746434,JAN,4.599999904632568,4.599999904632568,4.300000190734863,4.449999809265137,4.449999809265137,10600,-0.40000009536743164,-0.0800000190734863
145,2018-04-02,2,0.02446041055718475,0.13622122326658492,JAN,4.150000095367432,4.150000095367432,3.5,3.849999904632568,3.849999904632568,14160,-0.4499998092651367,-0.09782604752055557
146,2018-04-03,2,0.02446041055718475,0.0,JAN,4.050000190734863,4.050000190734863,3.75,3.75,3.75,16060,-0.09999990463256836,-0.024096362008327765
147,2018-04-17,35,0.12123460410557185,3.9563601486632303,JAN,4.25,4.400000095367432,4.099999904632568,4.150000095367432,4.150000095367432,8940,0.34999990463256836,0.08641972546896648
148,2018-04-20,4,0.03032551319648094,-0.7498609128951887,JAN,4.050000190734863,4.099999904632568,4.050000190734863,4.050000190734863,4.050000190734863,5060,-0.3000001907348633,-0.06818186005284876
149,2018-04-27,1,0.021527859237536657,-0.2901073397156949,JAN,3.650000095367432,3.650000095367432,3.450000047683716,3.650000095367432,3.650000095367432,4740,-0.4499998092651363,-0.10975605359324125
150,2018-05-02,3,0.027392961876832846,0.27244244653316985,JAN,3.799999952316284,3.799999952316284,3.650000095367432,3.799999952316284,3.799999952316284,1500,0.1499998569488521,0.04109585014510864
151,2018-05-03,1,0.021527859237536657,-0.2141098383470721,JAN,3.950000047683716,3.950000047683716,3.650000095367432,3.75,3.75,1480,0.15000009536743164,0.03947370980254861
152,2018-05-07,46,0.15349266862170088,6.129955046996322,JAN,4.050000190734863,4.099999904632568,3.75,3.900000095367432,3.900000095367432,10060,0.14999985694885254,0.037974646870400086
153,2018-05-15,6,0.03619061583577713,-0.7642192545041172,JAN,4.0,4.099999904632568,3.950000047683716,4.099999904632568,4.099999904632568,18820,0.0,0.0
154,2018-05-17,1,0.021527859237536657,-0.4051535531966616,JAN,4.150000095367432,4.150000095367432,3.900000095367432,3.950000047683716,3.950000047683716,1440,0.05000019073486328,0.012195168755581687
155,2018-05-21,3,0.027392961876832846,0.27244244653316985,JAN,4.0,4.099999904632568,3.849999904632568,4.099999904632568,4.099999904632568,520,-0.05000019073486328,-0.0120482384544226
